age,job,marital,education,default,balance,housing,loan,uid
34,services,married,secondary,no,-93,yes,yes,4580
33,technician,married,secondary,no,4,yes,yes,11253
56,technician,married,secondary,no,76,yes,no,17370
39,technician,married,secondary,no,501,no,no,5898
34,management,married,tertiary,no,133,yes,no,1209
40,retired,married,primary,no,-407,yes,no,15484
32,self-employed,married,tertiary,no,14522,no,no,27464
29,admin.,single,tertiary,no,135,no,no,42437
46,blue-collar,married,primary,no,252,yes,no,3430
58,technician,married,secondary,no,1,no,no,27997
56,entrepreneur,married,tertiary,no,16125,no,no,27155
56,entrepreneur,married,tertiary,no,-65,yes,no,12413
63,retired,divorced,secondary,no,1490,no,no,43883
45,management,married,secondary,no,2873,yes,no,23483
43,admin.,married,tertiary,no,279,yes,no,33905
60,management,married,tertiary,no,328,yes,no,4554
56,admin.,married,unknown,no,2038,no,no,42938
43,management,single,tertiary,no,946,no,no,23767
35,blue-collar,single,secondary,no,885,yes,no,14745
49,entrepreneur,divorced,secondary,no,159,yes,no,2497
21,blue-collar,single,secondary,no,2265,no,no,31091
34,self-employed,married,primary,no,252,yes,yes,35005
46,services,married,secondary,no,9,no,no,4035
30,blue-collar,married,secondary,no,-97,yes,yes,37749
38,technician,married,tertiary,no,-1,no,no,19937
52,blue-collar,married,secondary,no,900,no,no,19773
59,blue-collar,married,secondary,no,202,yes,no,894
49,admin.,single,secondary,no,780,no,no,29669
57,management,married,tertiary,no,1631,yes,no,31545
59,retired,married,primary,no,255,no,yes,22834
48,blue-collar,married,secondary,no,426,yes,yes,30480
30,self-employed,married,tertiary,no,-517,yes,yes,22580
27,student,married,tertiary,no,659,yes,no,1813
32,admin.,single,secondary,no,197,no,no,28097
26,admin.,single,secondary,no,1690,no,yes,17453
33,blue-collar,married,secondary,no,1219,yes,no,38876
46,unemployed,married,secondary,no,-125,yes,no,568
32,self-employed,single,tertiary,no,-98,no,yes,27392
38,management,married,tertiary,no,12877,no,no,10975
48,management,married,tertiary,no,2266,no,no,24850
36,entrepreneur,single,tertiary,no,145,yes,no,38829
48,services,married,secondary,no,22,no,no,29252
51,blue-collar,married,primary,no,1203,yes,yes,37481
32,blue-collar,single,secondary,no,413,yes,no,25714
26,blue-collar,married,secondary,no,1702,yes,yes,39004
32,blue-collar,married,secondary,no,1780,yes,no,5579
31,entrepreneur,single,tertiary,no,1454,no,no,24277
32,management,divorced,tertiary,no,1589,yes,no,7762
40,blue-collar,married,secondary,no,1100,yes,no,7496
35,management,married,tertiary,no,2957,yes,yes,20010
48,housemaid,married,primary,no,379,no,no,15069
64,retired,married,secondary,no,571,yes,no,33480
30,management,single,tertiary,no,1724,yes,no,4673
30,management,single,tertiary,no,520,yes,no,30805
51,management,married,tertiary,no,307,no,no,22170
58,self-employed,married,secondary,no,0,yes,no,3441
27,admin.,single,secondary,no,255,no,no,43015
31,blue-collar,married,secondary,no,297,yes,no,2163
37,admin.,married,tertiary,no,2741,no,no,10702
35,services,married,secondary,no,-197,yes,no,5741
57,retired,divorced,secondary,no,8266,yes,no,1121
68,retired,married,secondary,no,1316,no,no,31250
74,retired,married,secondary,no,935,no,no,42732
29,technician,single,secondary,no,674,no,no,32923
52,housemaid,married,primary,no,1466,no,yes,26694
41,blue-collar,single,secondary,no,1880,no,yes,37745
25,services,single,secondary,no,32,yes,no,3827
35,management,single,tertiary,no,1632,yes,no,8186
43,unemployed,married,tertiary,no,58,yes,no,30931
29,services,married,secondary,no,1432,no,no,16178
34,technician,single,secondary,no,229,no,no,22333
32,management,single,tertiary,no,12686,yes,no,8480
21,student,single,primary,no,1596,no,no,39437
35,admin.,married,secondary,no,-428,yes,yes,13813
35,admin.,married,secondary,no,449,yes,no,15257
27,blue-collar,single,tertiary,no,644,no,no,43861
24,student,single,secondary,no,2726,yes,no,8811
29,blue-collar,married,secondary,no,0,yes,no,36153
30,technician,single,secondary,no,513,yes,no,33152
49,management,married,tertiary,no,378,yes,no,32
59,services,divorced,secondary,no,136,no,yes,13120
39,management,single,tertiary,no,-85,yes,no,1584
51,admin.,married,secondary,no,91,no,no,21629
52,management,married,primary,no,740,no,no,10539
35,management,single,tertiary,no,62,yes,no,34399
28,entrepreneur,married,secondary,no,8,yes,no,6139
44,technician,married,tertiary,no,964,no,no,17531
54,management,married,tertiary,no,1411,no,no,20545
43,management,married,tertiary,no,4004,yes,no,3471
31,admin.,divorced,secondary,no,1890,yes,no,15770
23,student,single,primary,no,1235,no,no,40240
40,blue-collar,divorced,secondary,no,-90,yes,no,6736
48,services,divorced,secondary,no,0,yes,yes,3223
57,management,divorced,secondary,no,3625,yes,no,3170
31,blue-collar,married,secondary,no,2577,yes,no,2350
57,retired,married,primary,no,341,yes,no,39275
41,entrepreneur,married,primary,no,406,no,no,9410
32,blue-collar,married,secondary,no,-64,yes,no,37315
26,admin.,single,tertiary,no,760,yes,no,44711
49,admin.,married,primary,no,686,yes,yes,31485
58,retired,divorced,primary,no,2538,yes,no,26016
52,management,married,primary,no,324,no,no,13526
48,blue-collar,married,primary,no,174,yes,yes,19748
40,blue-collar,single,secondary,no,1953,no,no,18379
32,blue-collar,married,secondary,no,10142,yes,no,26529
35,technician,single,tertiary,no,1362,yes,no,4904
41,blue-collar,married,secondary,no,795,yes,no,8188
28,technician,single,secondary,no,799,yes,no,16885
58,retired,single,primary,no,999,no,no,17119
22,student,single,secondary,no,254,no,no,42638
70,housemaid,divorced,primary,no,1311,no,no,40808
33,management,single,tertiary,no,361,yes,no,28953
29,services,single,unknown,no,-70,yes,yes,36787
36,admin.,divorced,secondary,no,592,no,no,40474
27,technician,married,tertiary,no,10451,yes,no,29084
44,management,married,tertiary,no,3665,no,no,31358
41,blue-collar,married,primary,no,241,yes,no,27188
30,admin.,single,secondary,no,1309,no,no,27804
31,self-employed,married,secondary,no,263,yes,no,2439
34,admin.,married,secondary,no,560,yes,no,353
48,services,married,secondary,no,328,no,no,9468
36,blue-collar,married,secondary,no,136,yes,no,8741
37,blue-collar,married,primary,no,510,yes,no,5463
57,management,married,tertiary,no,2101,no,no,24773
30,admin.,divorced,primary,no,1032,yes,no,7259
32,services,married,secondary,no,21,no,no,9331
38,management,married,tertiary,no,1101,yes,no,31288
31,technician,single,tertiary,no,3729,yes,no,7991
40,technician,married,secondary,no,192,no,no,19639
31,management,single,tertiary,no,924,no,no,31185
51,blue-collar,married,primary,no,196,yes,no,3739
32,management,married,secondary,no,375,no,no,22013
36,services,single,secondary,no,417,yes,no,30705
33,management,single,tertiary,no,109,no,no,22299
42,management,married,unknown,no,933,no,no,39014
52,entrepreneur,married,tertiary,no,1115,yes,no,9997
36,housemaid,single,secondary,no,28,no,yes,20298
43,management,married,tertiary,no,28,yes,no,38140
52,technician,married,secondary,yes,0,no,no,13262
41,technician,married,secondary,no,801,no,no,23510
53,management,married,tertiary,no,8563,yes,no,25071
51,admin.,single,secondary,no,726,yes,no,33833
36,technician,divorced,secondary,no,566,yes,no,4550
50,technician,divorced,unknown,no,1328,yes,no,7093
35,blue-collar,married,secondary,no,5304,yes,no,26390
55,services,married,unknown,no,2944,no,no,23211
37,management,single,secondary,no,1572,no,no,37418
29,technician,married,tertiary,no,534,no,no,34000
42,entrepreneur,married,secondary,no,169,yes,no,38509
44,management,married,tertiary,yes,53,yes,no,26826
24,admin.,single,secondary,no,-98,yes,no,40318
38,blue-collar,married,secondary,no,2283,yes,no,14255
47,technician,divorced,secondary,no,266,no,no,21724
27,management,single,tertiary,no,592,no,no,44714
28,services,single,tertiary,no,2474,yes,no,16202
43,management,married,secondary,yes,16,no,no,29202
46,entrepreneur,married,primary,no,8873,yes,no,25830
40,blue-collar,married,primary,no,2880,yes,no,619
32,housemaid,married,secondary,no,3832,no,no,20338
52,blue-collar,married,primary,no,359,no,no,23160
38,technician,married,secondary,no,2000,yes,no,35504
54,self-employed,married,secondary,no,3529,no,no,18984
34,management,married,tertiary,no,333,no,no,39523
29,admin.,married,secondary,no,187,yes,yes,16662
40,self-employed,single,tertiary,no,2893,no,no,39942
33,blue-collar,single,secondary,no,1387,no,no,30315
30,technician,single,secondary,no,137,no,yes,13291
60,retired,divorced,secondary,no,1382,no,no,17891
36,management,married,tertiary,no,1582,no,no,29589
28,self-employed,single,tertiary,no,1579,no,no,42640
31,technician,single,secondary,no,863,yes,no,39515
34,technician,single,secondary,no,52,no,no,21614
57,retired,married,secondary,no,209,no,no,21072
27,management,single,secondary,no,-403,yes,no,15557
33,blue-collar,single,secondary,no,231,yes,no,8053
31,services,married,secondary,no,490,yes,no,27486
59,admin.,married,primary,no,6187,no,no,18408
46,services,divorced,secondary,no,864,yes,no,33035
32,management,divorced,tertiary,yes,-277,yes,no,35532
53,management,divorced,secondary,no,28,yes,no,15760
57,retired,married,secondary,no,939,no,yes,28602
30,management,single,tertiary,no,16935,no,no,42018
47,admin.,married,tertiary,no,1979,no,no,21299
30,blue-collar,single,primary,no,383,yes,no,1791
48,management,divorced,tertiary,no,1401,yes,no,12111
29,management,single,tertiary,no,630,no,no,40827
40,self-employed,married,secondary,no,1749,no,no,14290
60,housemaid,divorced,secondary,no,2063,no,no,31096
30,technician,single,tertiary,no,1109,no,no,22384
29,technician,single,secondary,no,544,yes,no,2374
43,services,married,secondary,no,-1,yes,no,38236
34,management,married,tertiary,no,6203,no,no,27335
50,technician,married,secondary,no,0,yes,yes,24736
35,admin.,married,secondary,no,2238,yes,no,5211
42,management,married,tertiary,no,1272,yes,no,34475
32,technician,married,secondary,no,522,yes,yes,36666
46,blue-collar,married,secondary,no,0,yes,no,5549
27,admin.,married,secondary,no,283,yes,no,15385
40,admin.,divorced,secondary,no,2679,yes,yes,35691
37,technician,married,secondary,no,264,yes,yes,33468
30,services,single,secondary,no,334,no,no,28524
49,admin.,married,tertiary,no,-962,yes,no,21538
44,services,married,secondary,no,938,no,no,10315
34,student,single,unknown,no,5827,no,no,24333
38,management,single,tertiary,no,91,yes,no,4351
58,self-employed,married,tertiary,no,-81,no,no,7494
24,technician,single,tertiary,no,777,yes,no,1300
51,blue-collar,married,secondary,no,794,yes,no,16645
31,technician,single,secondary,no,1626,no,no,35423
28,management,married,tertiary,no,22,yes,no,18506
35,services,married,secondary,no,-12,no,no,18747
44,services,divorced,secondary,no,396,yes,yes,1068
60,technician,married,secondary,no,851,no,yes,15493
52,self-employed,married,secondary,no,6353,yes,yes,4229
49,technician,married,unknown,no,1355,yes,no,11283
36,management,single,tertiary,no,4123,no,no,20261
50,entrepreneur,married,secondary,no,7907,yes,yes,22467
49,technician,divorced,secondary,no,57,no,no,22259
47,services,married,secondary,no,-98,yes,yes,37019
34,technician,single,secondary,no,2085,no,no,44507
34,technician,single,secondary,no,85,yes,no,4608
37,technician,single,secondary,no,7867,yes,no,5124
33,management,married,tertiary,no,29,yes,no,35190
63,retired,married,tertiary,no,937,no,no,42017
35,blue-collar,single,secondary,no,505,no,yes,28715
47,admin.,married,tertiary,no,2279,yes,yes,39659
52,management,divorced,tertiary,no,-299,no,no,17746
34,admin.,single,tertiary,no,-199,no,yes,13121
38,self-employed,married,tertiary,no,846,no,no,39878
27,blue-collar,single,primary,no,-579,yes,no,38880
44,management,married,tertiary,no,10950,yes,no,19690
37,admin.,single,secondary,no,3049,yes,yes,7287
39,blue-collar,married,primary,no,7304,yes,no,6864
39,technician,single,secondary,no,1435,no,no,43941
41,blue-collar,married,secondary,no,196,yes,no,2510
55,unemployed,single,primary,no,5,yes,no,7680
50,technician,married,tertiary,no,3117,no,no,9847
37,admin.,married,secondary,no,250,yes,no,40742
28,admin.,single,tertiary,no,422,yes,no,1641
43,technician,single,unknown,no,11115,no,no,41959
50,services,married,secondary,no,753,no,no,11225
49,blue-collar,married,primary,no,305,yes,yes,13970
51,services,married,secondary,no,325,yes,no,11938
72,retired,married,secondary,no,1978,no,no,44696
37,management,married,unknown,no,247,no,no,29370
41,technician,single,secondary,no,2004,yes,no,25954
37,entrepreneur,married,secondary,no,2971,no,no,45211
41,management,married,tertiary,no,2781,yes,no,20494
33,management,single,tertiary,no,718,yes,no,45035
39,technician,married,secondary,no,10685,yes,no,17131
31,admin.,single,secondary,no,162,yes,no,6653
26,blue-collar,single,secondary,no,5829,no,no,16508
39,admin.,married,secondary,no,1577,yes,no,8935
36,admin.,divorced,secondary,no,506,yes,no,39
29,management,married,tertiary,no,20,yes,no,36625
38,management,single,tertiary,no,6836,yes,no,7501
28,technician,married,tertiary,no,1198,no,yes,13938
52,admin.,married,secondary,no,1648,yes,no,26041
48,technician,divorced,secondary,no,791,no,no,19465
43,blue-collar,married,primary,no,985,yes,no,32223
29,management,married,tertiary,no,451,no,no,34265
40,admin.,divorced,secondary,no,-607,yes,no,35629
35,self-employed,single,tertiary,no,538,yes,yes,1503
43,entrepreneur,married,tertiary,no,210,no,no,17615
27,management,single,tertiary,no,148,yes,no,18636
39,entrepreneur,married,secondary,no,1261,yes,no,1903
44,technician,single,secondary,no,-34,no,yes,23299
36,blue-collar,married,unknown,no,79,yes,no,4209
29,management,married,secondary,no,-420,yes,no,29327
33,technician,married,secondary,no,0,yes,no,972
36,services,married,secondary,no,472,yes,no,11577
31,management,single,tertiary,no,2384,yes,no,32096
32,unemployed,single,secondary,no,2706,no,no,27000
46,housemaid,married,primary,no,3512,no,no,42089
35,blue-collar,married,secondary,no,5417,yes,no,34743
55,technician,married,primary,no,1498,no,yes,10779
33,unknown,married,tertiary,no,0,yes,no,11974
47,blue-collar,married,secondary,no,3237,yes,no,3421
37,blue-collar,married,primary,no,907,yes,no,8469
56,retired,married,secondary,no,485,no,no,17994
40,management,single,tertiary,no,27,no,no,23399
32,technician,single,tertiary,no,785,yes,no,27697
43,management,married,tertiary,no,715,no,no,21960
40,blue-collar,married,primary,no,309,yes,no,37963
40,blue-collar,married,primary,no,451,yes,no,30803
50,blue-collar,married,primary,no,40,yes,no,1251
80,retired,married,secondary,no,173,no,no,44362
56,retired,married,unknown,no,230,no,no,40193
31,technician,single,secondary,no,2846,no,no,20048
37,technician,married,secondary,no,7957,no,no,25480
33,admin.,single,secondary,no,598,yes,no,6613
35,services,divorced,secondary,no,35,yes,no,12828
42,admin.,married,secondary,no,-465,no,yes,16364
24,student,single,secondary,no,2,no,no,38321
42,blue-collar,married,secondary,no,0,yes,no,28876
29,unemployed,divorced,tertiary,no,1718,yes,no,15473
55,services,married,secondary,no,879,no,no,23618
30,management,single,tertiary,no,6392,yes,no,34544
31,student,single,secondary,no,334,yes,no,30200
51,technician,married,secondary,no,428,no,yes,15302
51,technician,married,tertiary,no,87,no,no,22942
44,management,divorced,tertiary,no,3932,yes,no,1561
48,retired,married,primary,yes,-285,no,yes,25747
26,management,single,tertiary,no,-8,no,no,40964
35,self-employed,single,tertiary,no,4213,no,no,27947
65,retired,married,secondary,no,20806,no,no,31772
32,technician,single,tertiary,no,1212,yes,no,5365
36,management,single,tertiary,no,3875,yes,no,6214
63,admin.,married,secondary,no,0,yes,no,44611
47,services,married,secondary,no,2,no,no,16830
29,services,married,secondary,no,1135,yes,no,31110
31,management,single,tertiary,no,2,no,no,20018
57,technician,divorced,secondary,no,2352,yes,no,27432
51,housemaid,divorced,secondary,no,-76,yes,no,24775
41,entrepreneur,married,secondary,no,2480,yes,no,10219
38,management,married,tertiary,no,2724,yes,no,3869
33,admin.,single,primary,no,-258,yes,no,6921
35,technician,divorced,secondary,no,2823,yes,no,39947
40,technician,single,tertiary,no,445,yes,no,16776
56,management,divorced,secondary,no,278,yes,no,10925
49,technician,married,secondary,no,633,no,no,19003
41,technician,married,tertiary,no,-15,yes,no,34889
